"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.22595,-124.8142,0,25,24,8,2022-01-21 08:14:04,"TER",3
316039171,9781839,5837763,53.785,-130.6757,66,310,313,0,2022-01-21 08:13:58,"SAT",56
