"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
273813300,8607086,351364,41.62167,142.8933,100,95,91,0,2022-02-07 19:05:47,"SAT",98
316023833,9185188,382914,49.226,-124.8142,0,24,24,8,2022-02-07 19:06:05,"TER",3
369970147,9349069,457336,47.05167,-134.1683,80,511,287,0,2022-02-07 19:04:39,"SAT",98
316039171,9781839,5837763,48.42127,-123.3874,0,46,45,5,2022-02-07 19:05:55,"TER",54
273813300,8607086,351364,41.62333,143.0933,90,511,86,0,2022-02-07 20:02:49,"SAT",98
316023833,9185188,382914,49.22595,-124.8141,0,25,24,8,2022-02-07 20:03:24,"TER",23
369970147,9349069,457336,47.09982,-134.3713,89,287,288,0,2022-02-07 20:05:22,"SAT",19
316039171,9781839,5837763,48.42127,-123.3875,0,46,45,5,2022-02-07 20:05:57,"TER",55
273813300,8607086,351364,41.63334,143.2867,80,511,84,0,2022-02-07 20:59:54,"SAT",98
316023833,9185188,382914,49.22593,-124.8141,0,24,24,8,2022-02-07 21:04:53,"TER",52
369970147,9349069,457336,47.1461,-134.5677,90,511,286,0,2022-02-07 21:04:57,"SAT",52
316039171,9781839,5837763,48.42125,-123.3874,0,46,45,5,2022-02-07 21:05:57,"TER",56
273813300,8607086,351364,41.645,143.5,80,511,89,0,2022-02-07 22:05:46,"SAT",98
316023833,9185188,382914,49.22598,-124.8141,0,24,24,8,2022-02-07 22:07:04,"TER",3
369970147,9349069,457336,47.19667,-134.78,90,511,287,0,2022-02-07 22:07:39,"SAT",98
316039171,9781839,5837763,48.42127,-123.3875,0,46,45,5,2022-02-07 22:05:56,"TER",54
273813300,8607086,351364,41.67167,143.6733,80,511,57,0,2022-02-07 23:05:54,"SAT",98
316023833,9185188,382914,49.22602,-124.8141,0,24,24,8,2022-02-07 23:07:25,"SAT",22
369970147,9349069,457336,47.24333,-134.9867,80,511,289,0,2022-02-07 23:07:40,"SAT",98
316039171,9781839,5837763,48.42125,-123.3874,0,46,46,5,2022-02-07 23:05:56,"TER",54
273813300,8607086,351364,41.76704,143.9084,91,511,57,0,2022-02-08 00:28:42,"SAT",39
316023833,9185188,382914,49.22597,-124.8141,0,24,24,8,2022-02-08 00:27:04,"TER",3
369970147,9349069,457336,47.31667,-135.29,100,511,288,0,2022-02-08 00:28:37,"SAT",98
316039171,9781839,5837763,48.42127,-123.3874,0,46,45,5,2022-02-08 00:29:56,"TER",54
