"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.22597,-124.8141,0,23,24,8,2022-01-23 01:48:53,"TER",51
369970147,9349069,457336,44.62638,-124.0493,0,75,167,5,2022-01-23 01:49:52,"TER",50
316039171,9781839,5837763,53.53548,-130.0194,3,99,355,0,2022-01-23 01:46:04,"SAT",59
