"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
273813300,8607086,351364,43.10702,131.9028,0,10,0,5,2022-01-24 06:11:07,"TER",6
316023833,9185188,382914,49.22597,-124.8141,0,25,24,8,2022-01-24 06:08:33,"TER",32
369970147,9349069,457336,44.62642,-124.0493,0,74,167,5,2022-01-24 06:08:00,"TER",59
316039171,9781839,5837763,54.33152,-130.2798,0,15,14,5,2022-01-24 06:10:25,"TER",24
