"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS","SHIPNAME","SHIPTYPE","CALLSIGN","FLAG","LENGTH","WIDTH","GRT","DWT","DRAUGHT","YEAR_BUILT","ROT","TYPE_NAME","AIS_TYPE_SUMMARY","DESTINATION","ETA"
273813300,8607086,351364,48.77167,-163.0172,90,511,179,0,2022-03-18 21:09:24,"SAT",19,"TINRO",99,"UDDL","RU",62.22,13.8,2062,617,60,1987,43,"Research/Survey Vessel","Special Craft","PACIFIC OCEAN",2022-03-20 09:00:00
316023833,9185188,382914,47.67335,-134.8489,94,184,183,7,2022-03-18 21:05:28,"SAT",22,"RAW SPIRIT",30,"CFN6361","CA",42.99,11,931,NA,58,1998,0,"Trawler","Fishing","SCIENTIFIC SAMPLING",2022-03-26 06:00:00
316039171,9781839,5837763,51.44913,-136.1215,86,99,105,0,2022-03-18 21:05:48,"SAT",43,"CCGS SIR JOHN FRANKLIN",51,"VFAM","CA",63.4,16.24,2975,900,61,2019,0,"Research/Survey Vessel","Special Craft","0",2022-03-09 03:00:00
