"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
273813300,8607086,351364,43.10705,131.9028,0,511,0,5,2022-01-29 21:02:15,"TER",14
316023833,9185188,382914,49.22598,-124.8141,0,23,25,8,2022-01-29 21:05:16,"TER",99
369970147,9349069,457336,45.08183,-124.3714,108,340,339,0,2022-01-29 21:06:44,"TER",42
316039171,9781839,5837763,53.3336,-129.2433,99,98,98,0,2022-01-29 21:07:00,"SAT",42
