"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.22593,-124.8141,0,24,24,8,2022-01-18 18:23:34,"TER",33
316039171,9781839,5837763,52.87945,-129.8925,41,219,225,0,2022-01-18 18:23:24,"SAT",21
