"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.22595,-124.8141,0,24,24,8,2022-01-23 12:07:34,"TER",33
369970147,9349069,457336,44.62635,-124.0492,0,75,167,5,2022-01-23 12:10:57,"TER",55
316039171,9781839,5837763,53.53582,-130.0186,1,123,287,0,2022-01-23 12:10:04,"SAT",1
