"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.22597,-124.8141,0,24,24,8,2022-01-20 20:13:04,"TER",3
316039171,9781839,5837763,53.03725,-129.5056,78,325,328,0,2022-01-20 20:12:14,"SAT",7
