"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
273813300,8607086,351364,43.10708,131.9029,0,511,0,5,2022-02-02 01:51:55,"TER",55
316023833,9185188,382914,49.22598,-124.8142,0,24,24,8,2022-02-02 01:52:13,"TER",13
369970147,9349069,457336,48.12726,-123.4254,0,319,221,1,2022-02-02 01:51:49,"TER",47
316039171,9781839,5837763,48.42125,-123.3874,0,47,46,5,2022-02-02 01:52:03,"TER",1
