"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.226,-124.8141,0,24,24,8,2022-01-21 06:10:34,"TER",33
316039171,9781839,5837763,53.64308,-130.4145,60,312,312,0,2022-01-21 06:10:43,"SAT",37
