"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
273813300,8607086,351364,43.10704,131.9029,0,511,0,5,2022-01-28 17:12:15,"TER",14
316023833,9185188,382914,49.22592,-124.8141,0,24,25,8,2022-01-28 17:09:39,"TER",99
369970147,9349069,457336,44.625,-124.0483,0,75,167,5,2022-01-28 17:11:00,"SAT",98
316039171,9781839,5837763,53.53685,-130.0209,7,192,259,0,2022-01-28 17:06:00,"SAT",29
