"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.22598,-124.8141,0,23,25,8,2022-01-22 18:06:21,"TER",99
369970147,9349069,457336,44.62635,-124.0492,0,75,167,5,2022-01-22 18:07:47,"TER",45
316039171,9781839,5837763,53.52472,-130.0647,48,158,168,0,2022-01-22 18:08:06,"SAT",2
