"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.226,-124.8141,0,24,25,8,2022-01-22 15:04:21,"TER",99
369970147,9349069,457336,44.62636,-124.0492,0,75,167,5,2022-01-22 15:07:53,"TER",51
316039171,9781839,5837763,53.53573,-130.0197,1,110,220,0,2022-01-22 15:06:00,"SAT",44
