"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
273813300,8607086,351364,42.91399,131.9238,103,190,188,0,2022-01-31 09:09:38,"TER",37
316023833,9185188,382914,49.22597,-124.8141,0,25,25,8,2022-01-31 09:05:54,"TER",99
369970147,9349069,457336,48.19323,-123.8018,14,274,250,0,2022-01-31 09:08:24,"TER",22
316039171,9781839,5837763,49.10438,-123.4872,101,123,129,0,2022-01-31 09:09:15,"TER",14
