"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.22597,-124.8142,0,23,25,8,2022-01-22 06:08:19,"TER",99
369970147,9349069,457336,44.62637,-124.0492,0,75,167,5,2022-01-22 06:04:50,"TER",49
316039171,9781839,5837763,53.53595,-130.0193,2,161,146,0,2022-01-22 06:05:48,"SAT",44
