"MMSI","IMO","SHIP_ID","LAT","LON","SPEED","HEADING","COURSE","STATUS","TIMESTAMP","DSRC","UTC_SECONDS"
316023833,9185188,382914,49.22597,-124.8141,0,24,24,8,2022-01-21 21:10:23,"TER",22
369970147,9349069,457336,44.62638,-124.0492,0,75,167,5,2022-01-21 21:07:48,"TER",46
316039171,9781839,5837763,54.34072,-130.2887,3,75,94,1,2022-01-21 21:09:33,"TER",31
